Brand (Manufacturer),row_number,product_id,Part Number,Extra Info/Notes,superseded
NULL,526,1823,"6552ZW,AKRM14,AKRM14,AKRM14","<html><head></head><body><p><strong>NOTE: PEUGEOT HAVE DISCONTINUED THIS PRODUCT</strong></p>

<p><strong><em>NORMAL KEY ARE ONLY AVAILABLE NOW</em></strong></p>

<p>OEM&nbsp;433mhz Peugeot 1 Button Remote with ID45 Transponder Chip</p>

<p>For key blade see {PEB1S}<br>
For screw see {PRP6}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 206<br>
WITHOUT MULTIPLEX FROM START OF PRODUCTION OF 206 UNTIL RPO No 09008 WITHOUT ALARM OR DEADLOCKING</em></strong></p>
</body></html>",NULL
Peugeot,527,1824,,<html><head></head><body></body></html>,NULL
Peugeot,528,1825,,<html><head></head><body></body></html>,NULL
NULL,529,1826,"AKK279,L25302,AKK279,AKK279","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Flip Remote with&nbsp;PCF7941 ID46 Chip. Lock, Unlock&nbsp;and Tailgate Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 663371 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {PERC11}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



</body></html>",NULL
NULL,530,1827,"6490CS,6490CT,L25321,AKK327","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Flip Remote with&nbsp;PCF7941 ID46 Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 434Mhz</p>

<p>Sticker Number:<br>
<s>643530 ED21 JCAE</s></p>

<p>Superseded to:<br>
663372&nbsp;Delphi</p>

<p>Comes fitted with HU83 blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {PERC7}<br>
For battery See {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 207 SW<br>
FROM START OF PRODUCTION UNTIL RPO No 11922<br>
PEUGEOT 308 SW<br>
FROM START OF PRODUCTION UNTIL&nbsp; RPO No 11557</em></strong></p>

</body></html>",Y
NULL,531,1828,"6554NN,AKK269,L25299,AKK269,AKK269","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Flip Remote with&nbsp;PCF7941 ID46 Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 662267 Delphi</p>

<p>Comes fitted with HU83 blade ({PEB8c})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {PERC11}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 307 (FACELIFTED/RESTYLED)<br>
FROM 28.03.2005</em></strong></p>

</body></html>",NULL
NULL,532,1829,"6490CQ,6490EE,6490CR,6490EF,AKK200,AKK281,L25304,HVKK93,AKK200,AKK281","<html><head></head><body><p>OEM&nbsp;Peugeot 2 Button CAN Flip Remote with PCF7961&nbsp;now PCF7941 ID46 Transponder&nbsp;Chip. Lock and Unlock Buttons</p>

<p>Frequency: 434Mhz</p>

<p><strong><em>NOTE:<br>
As of 02.09.16 - Peugeot&nbsp;have superseded from Eurocir to Delphi remotes. On early CAN-based vehicles the remote can tend not to code in.&nbsp;Peugeot have a Technical Service Bulletin (TSB) that instructs the dealership to change configuration settings within the BSI system to allow a new remote to work. We cannot&nbsp;accept returns if this happens</em></strong></p>

<p>Sticker Number:<br>
<s>643426 ED21 JCAE</s><br>
Superseded to:<br>
663369 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {PERC5}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 207<br>
EXCEPT COUPE CABRIOLET<br>
EXCEPT SW OPEN WINDOW&nbsp;TAILGATE</em></strong><br>
<br>
<strong><em>PEUGEOT 307 (FACELIFTED / RESTYLED)<br>
FROM DAM No 1036789, 1036788 AND 1036777<br>
EXCEPT COUPE CABRIOLET</em></strong></p>

<p><strong><em>PEUGEOT 308<br>
FROM START OF PRODUCTION UNTIL RPO No. 11560<br>
EXCEPT COUPE CABRIOLET 2 DOOR MODEL<br>
EXCEPT OPENING TAILGATE WINDOW SW MODEL</em></strong></p>

</body></html>",Y
Peugeot,533,1830,,<html><head></head><body></body></html>,NULL
NULL,534,1831,"6554YQ,AKRM107,L25343,AKRM107,AKRM107","<html><head></head><body><p>OEM&nbsp;Peugeot 2 Button Remote Head with ID46 T14 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: T1-1</p>

<p><strong>NOTE: Make sure you have the correct remote and not the early {PER4}</strong></p>

<p>For key blade see {PEB1S}<br>
For screw see {PRP6}<br>
For remote case see {PERC2}<br>
For battery {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><em><strong>NOTE:<br>
PEUGEOT 206<br>
MULTIPLEX ASSEMBLY FROM RPO No 10570 UNTIL END OF PRODUCTION OF PEUGEOT 206 WITHOUT FRONT FOG LIGHTS</strong></em></p>

</body></html>",NULL
NULL,535,1832,"6554JY,AKRM126,L25354,AKRM126,AKRM126","<html><head></head><body><p>OEM&nbsp;Peugeot 2 Button Remote Head with ID70 (ID67 on some machines) Transponder Chip without Screw. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: No sticker present</p>

<p>For key blade see {CTB1c}<br>
For screw see {PRP6}<br>
For remote case see {PERC3}<br>
For battery see {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Manually</p>



<p>&nbsp;</p>

</body></html>",Y
NULL,536,1833,6554SJ,"<html><head></head><body><p>OEM Citroen 4 Button Flip Remote Key with PCF7941 ID46 Transponder Chip. Lock, Unlock, Right Sliding Door and Left Sliding Door Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 014604 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 807&nbsp;CAN<br>
BUILT WITH MULTIPLEX CAN CAN ASSEMBLY UPTO RPO NUMBER 11826 WITH MOTORISED SLIDING REAR DOORS</em></strong></p>

</body></html>",NULL
NULL,537,1834,"6552ZX,NWKS32","<html><head></head><body><p><strong>NOTE: PEUGEOT HAVE DISCONTINUED THIS PRODUCT</strong></p>

<p><strong><em>NORMAL KEYS&nbsp;ARE ONLY AVAILABLE NOW</em></strong></p>

<p>OEM&nbsp;Peugeot&nbsp;2 Buttons Remote Head ID45 Transponder Chip. Lock and Deadlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {PEB1S}<br>
For screw see {PRP6}<br>
For battery see {CR2016}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 206<br>
WITHOUT MULTIPLEX FROM START OF PRODUCTION OF 206 UNTIL RPO No 09008 WITH ALARM OR DEADLOCKING</em></strong></p>
</body></html>",NULL
NULL,538,1835,,"<html><head></head><body><p>OEM&nbsp;Peugeot&nbsp;2 Button&nbsp;CAN Flip&nbsp;Remote with&nbsp;<s>PCF7961</s>&nbsp;now PCF7941&nbsp;ID46 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 434Mhz</p>

<p>Sticker Number:<br>
JCAE ED17 633339<br>
now<br>
Delphi 652913</p>

<p><strong>NOTE:<br>
Peugeot 308<br>
Make sure you have the correct remote and not the early remote</strong></p>



<p>Comes&nbsp;fitted with&nbsp;HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {PERC5}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>





<p>Advanced Keys: AKK293<br>
Alridge Security: L25305<br>
Hickleys: AKK293<br>
NW Keys: PUG-AKK293</p>

<p><strong><em>NOTE:<br>
PEUGEOT 308<br>
FROM RPO No 11560 UNTIL RPO No 12166<br>
EXCEPT COUPE CABRIOLET 2 DOOR MODEL<br>
EXCEPT OPENING TAILGATE WINDOW SW MODEL</em></strong></p>

</body></html>",NULL
Peugeot,539,1836,,<html><head></head><body></body></html>,NULL
NULL,540,1837,"6490C7,L25324,AKK330","<html><head></head><body><p>OEM Peugeot 2 Button Flip Remote Key with&nbsp;<s>PCF7961</s>&nbsp;now PCF7941&nbsp;ID46 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:<br>
<s>JCAE ED17 633339</s><br>
Now<br>
Delphi 652913</p>

<p>Comes fitted with VA2 key blade ({PEB6c})</p>

<p>For cutting see {CUT2}<br>
For remote case see {CTRC4}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



<p><strong><em>NOTE:<br>
CITROEN BERLINGO B9 MODEL<br>
BUILT WITH CAN CAN ASSEMBLY WITHOUT SEPARATE FRONT/REAR CONTROL SYSTEM</em></strong></p>

</body></html>",NULL
NULL,541,1838,"6490C9,L25322,AKK328","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button CAN Flip Remote with&nbsp;<s>PCF7961</s>&nbsp;PCF7941&nbsp;ID46 Transponder Chip. Lock, Unlock and Rear Door Button</p>

<p>Frequency: 434Mhz</p>

<p>Sticker Number: JCAE ED15 633345<br>
Superseded to<br>
187313 Delphi</p>

<p>Comes&nbsp;fitted with&nbsp;VA2 key blade ({PEB6c})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {PERC6} or {CTRC9}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p><strong>NOTE: For remote case see {PERC6} (but with a boot release instead of back door release button)</strong></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT PARTNER CAN<br>
CAN SYSTEMS ONLY WITH REAR DOOR CONTROL</em></strong></p>

</body></html>",Y
Peugeot,542,1839,,<html><head></head><body></body></html>,NULL
Peugeot,543,1840,,<html><head></head><body></body></html>,NULL
Peugeot,544,1841,,<html><head></head><body></body></html>,NULL
NULL,545,1842,"6490AF,6490AG,L25329,AKK341","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Flip Remote with PCF7941 ID46 Transponder Chip. Lock, Unlock and Rear Door Button</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 187313 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {CTRC10}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT EXPERT CAN<br>
CAN ASSEMBLY PANELLED VANS&nbsp;FROM RPO No 11830<br>
CAN ASSEMBLY VAN WITH SIDE WINDOW&nbsp;FROM RPO No 11830</em></strong></p>

</body></html>",NULL
Peugeot,546,1843,,NULL,NULL
NULL,547,1844,9926KH,"<html><head></head><body><p>Welcome to this Bargain Basement Product.<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON-RETURNABLE.</strong></p>

<p>This is a one-off product for a limited time only -<strong> while stocks last.</strong></p>

<p>A brand new, genuine&nbsp;Peugeot 406&nbsp;1 button remote with ID45 transponder chip.</p>

</body></html>",NULL
NULL,548,1845,"L25326,AKK336,HVRM126","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Flip Remote with PCF7941 ID46 Transponder Chip. Lock, Unlock and&nbsp;Headlight Buttons</p>

<p>Frequency: 434Mhz</p>

<p>Print on side of remote:<br>
HELLA 5FA010 353-04<br>
9674001080 01</p>

<p>Comes fitted with HU83 key blade ({PEB11c})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



</body></html>",NULL
NULL,549,1846,6552ZX,"<html><head></head><body><p>Welcome to this Bargain Basement Product.<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON-RETURNABLE.</strong></p>

<p>This is a one-off product for a limited time only -<strong>&nbsp;while stocks last.</strong></p>

<p>In a used condition,&nbsp;a&nbsp;genuine Peugeot remote.<br>
<br>
Excellent to get you out of trouble because new remotes are no longer available,</p>

</body></html>",NULL
NULL,550,1847,"6554YL,AKRM15,L25375,AKRM15,HVRM71,NWKS34","<html><head></head><body><p>OEM Peugeot 2 Button Remote Head with ID46 T14 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: T1A<br>
&nbsp;</p>

<p><strong>NOTE: Make sure you have the correct remote and not the later remote {PER27}</strong></p>

<p>For key blade see {PEB1S}<br>
For screw see {PRP6}<br>
For remote case see {PERC2}<br>
For battery see {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



<p><strong>NOTE:</strong><br>
<strong>PEUGEOT 206<br>
MULTIPLEX ASSEMBLY FROM RPO No 09009 UNTIL RPO No 10669 WITHOUT FRONT FOG LIGHTS</strong></p>

</body></html>",NULL
Peugeot,551,1848,,<html><head></head><body></body></html>,NULL
NULL,552,1849,6554SG,"<html><head></head><body><p>OEM&nbsp;Peugeot 2 Button CAN Flip Remote with PCF7941 ID46 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 014596 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 807&nbsp;MODEL BUILT FROM CHANGE OF MODEL AROUND 2006 UNTIL RPO No 11826 WITHOUT MOTORIZED ELECTRIC SIDE DOOR.<br>
PEUGEOT EXPERT&nbsp;3 MODEL<br>
BUILT FROM CHANGE OF MODEL AROUND 2006 UNTIL RPO No 11829 WINDOW VAN WITH CAN CAN ASSEMBLY</em></strong></p>

</body></html>",NULL
Peugeot,553,1850,,<html><head></head><body></body></html>,NULL
NULL,554,1851,"6490S0,6490LQ,6490S1","<html><head></head><body><p>OEM&nbsp;Peugeot&nbsp;3 Button&nbsp;CAN Flip&nbsp;Remote with PCF7941A ID46 Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 434Mhz</p>

<p>Sticker Number: JCAE ED18 654416</p>

<p>Comes&nbsp;fitted with&nbsp;HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {PERC7}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 308 ESTATE WITH LEISURE AND OPENING TAILGATE WINDOW SYSTEM<br>
FROM RPO No 11558 UNTIL RPO No 12165<br>
EXCEPT COUPE CABRIOLET 2 DOOR MODEL<br>
EXCEPT OPENING HATCHBACK MODELS</em></strong></p>

</body></html>",NULL
Peugeot,555,1852,,<html><head></head><body></body></html>,NULL
NULL,556,1853,"6490RL,6490RN","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Flip Remote with PCF7941 ID46 Transponder Chip. Lock, Unlock and&nbsp;Boot Buttons</p>

<p>Frequency: 434Mhz</p>

<p>Print on side of remote:<br>
HELLA 5FA010 353-04<br>
9665975580 02<br>
or<br>
HELLA 5FA010 353-06<br>
9802394580 00</p>

<p>Comes fitted with&nbsp;VA2 key blade ({CTB8c})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>NOTE:<br>
Peugeot 508 used from start of production until RPO No 13992</em></strong></p>

</body></html>",NULL
NULL,557,1854,"6490SK,98124195ZD","<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Hands-Free/Open Go/Proxy Remote Key with PCF7945 ID46 Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433.92Mhz</p>

<p>Print on inside:<br>
Valeo A01TAA<br>
CE0682<br>
CMIIT ID: 2010DJ5052</p>

<p>For key blade see:&nbsp;{CTB6} (508) and&nbsp;{CTB7} (308)<br>
For battery see {CR2032}<br>
For remote case see {PERC17}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Manually and/or Diagnostically</p>



</body></html>",NULL
NULL,558,1855,9170HK,"<html><head></head><body><p>OEM&nbsp;Peugeot 2 Button Flip&nbsp;Remote key with PCF7936 ID46 Cipher&nbsp;Biphase Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433.9Mhz</p>

<p>Comes fitted with MIT11R key blade</p>

<p>Print on remote inside:<br>
Omron G8D-635M-A<br>
OMRON</p>

<p>Print on outside:<br>
L9430<br>
CMIIT ID:2011DJ4476</p>

<p>For cutting see {CUT1}<br>
For battery see {CR1616}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
NULL,559,1856,"6554YR,AKRM114,L25348,HVRM70,NWKS33","<html><head></head><body><p>OEM&nbsp;Peugeot 2 Button Remote Head with ID46 T14 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: T1BA</p>

<p><strong>NOTE: Make sure you have the correct remote and not the later remote {PER19}</strong></p>

<p>For key blade see {PEB1S}<br>
For screw see {PRP6}<br>
For remote case see {PERC2}<br>
For battery see {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment.</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming immobiliser</p>



<p><strong><em>NOTE:<br>
PEUGEOT 206<br>
MULTIPLEX ASSEMBY FROM RPO No 09009 UNTIL RPO No 10669 WITH FRONT FOG LIGHTS</em></strong></p>

</body></html>",NULL
NULL,560,1857,,"<html><head></head><body><p>OEM&nbsp;Peugeot 2 Button Remote with&nbsp;ID74 H (39)&nbsp;Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p><strong>PLEASE NOTE: THIS ITEM CAN BE REPLACED WITH TR38&nbsp;AND&nbsp;PRP9 IF WE ARE OUT OF STOCK</strong></p>

<p>Comes fitted with TOY48 key blade ({TRB24c})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2016}<br>
For replacement case see {TRC16}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Manually</p>



</body></html>",NULL
NULL,561,1858,,"<html><head></head><body><p>OEM Peugeot 2 Button RF Type Remote Head&nbsp;with ID33 (30) {TP33} Transponder Chip. Lock/Unlock and Deadlock Button.</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {PEB1}.<br>
For screw see {PRP6}.<br>
For battery see {CR1620}.<br>
For replacement buttons see {EPRB9}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment.</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>


</body></html>",NULL
NULL,562,1859,"6554RC,AKRM16,L25382,AKRM16,NWKS68","<html><head></head><body><p>OEM Peugeot 2 Button Remote Head with ID46 T14 Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: T5</p>

<p>For screw see {PRP6}<br>
For key blade see {PEB3c}<br>
For remote case see {PERC1}<br>
For battery See {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



<p><strong><em>PEUGEOT 307<br>
MULTIPLEX ASSEMBLY CAN VAN VEHICLES (PRE-FACELIFTED) FROM START OF PRODUCTION UNTIL RPO No 10367/DAM No 1036789</em></strong></p>

</body></html>",NULL
Peugeot,563,1860,,NULL,NULL
Porsche,564,1882,,<html><head></head><body></body></html>,NULL
NULL,565,1883,,"<html><head></head><body><p>OEM&nbsp;Porsche&nbsp;2&nbsp;Button Remote Head. It has an&nbsp;ID46 PCF7936&nbsp;Transponder Chip.&nbsp;Lock/Unlock and&nbsp;Front&nbsp;Luggage&nbsp;Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {POB1c} (tight to fit in but works)<br>
For battery see {CR2032}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
NULL,566,1884,,"<html><head></head><body><p>OEM&nbsp;Porsche 3&nbsp;Button Remote Head with Bar Code Tag. It has an ID48 T6 {TPT6} Transponder Chip.&nbsp;Lock/Unlock, Luggage unlock and Cabrio roof&nbsp;Button</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {POB1c}<br>
For battery see {CR2032}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
NULL,567,1885,,"<html><head></head><body><p>OEM&nbsp;Porsche 3&nbsp;Button Remote Head with Bar Code Tag. It has an ID48 T6 {TPT6} Transponder Chip.&nbsp;Lock/Unlock, Luggage&nbsp;unlock and Rear unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {POB1c}<br>
For battery see {CR2032}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
NULL,568,1886,9556379442801C,"<html><head></head><body><p>OEM&nbsp;Porsche&nbsp;2&nbsp;Button Flip&nbsp;Remote Key with&nbsp;ID46&nbsp;PCF7942 Transponder Chip.&nbsp;Lock/Unlock and Boot&nbsp;Buttons</p>

<p>Frequency: 433.92Mhz</p>

<p>Print on remote:<br>
Continental 433 Mhz 5WK50471<br>
7L5 959 753 C N<br>
CMIT ID: 2011DJ3645</p>

<p>Comes fitted with HU66 key blade ({VGB1c})</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



</body></html>",NULL
NULL,569,1887,,"<html><head></head><body><p>OEM&nbsp;Porsche 3&nbsp;Button Remote Head with&nbsp;ID46 PCF7936&nbsp;Transponder Chip.&nbsp;Lock/Unlock, Front&nbsp;Luggage&nbsp;Unlock and Rear Opening&nbsp;Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {POB1c} (tight to fit in but works)<br>
For battery see {CR2032}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment.</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
NULL,570,1888,,"<html><head></head><body><p>OEM&nbsp;Porsche&nbsp;2&nbsp;Button Remote Head with Bar Code Tag. It has an ID48 T6 {TPT6} Transponder Chip.&nbsp;Lock/Unlock&nbsp;and Luggage Unlock&nbsp;Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {POB1c}<br>
For battery see {CR2032}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
Citroen,571,1893,,<html><head></head><body></body></html>,NULL
Fiat,572,1893,,<html><head></head><body></body></html>,NULL
Peugeot,573,1893,,<html><head></head><body></body></html>,NULL
Peugeot,574,1895,,<html><head></head><body></body></html>,NULL
NULL,575,1896,"9170K7,9170S1,A4539900423,AKM1,x10,AKM1,x10,NWKS38","<html><head></head><body><p>OEM PSA Screw for Non-Flip Remotes</p>


</body></html>",NULL
NULL,576,1904,"805643131R,805641330R","<html><head></head><body><p>Aftermarket Renault Remote Card key Blade.</p>

<p>This is the blade for the 4 button card remotes.</p>

<p>For key cutting see {CUT2}.</p>


</body></html>",NULL
Renault,577,1909,,"<html><head></head><body><p>OEM&nbsp;Renault Card Remote&nbsp;Key Blade.</p>

<p>For key cutting see {CUT2}</p>


</body></html>",NULL
NULL,578,1910,"AKK179,AKK179,AKK179","<html><head></head><body><p>OEM&nbsp;Renault Card Key Blade</p>

<p>For key cutting see {CUT2}</p>


</body></html>",NULL
Dacia,579,1911,"AKK178,AKK178,AKK178","<html><head></head><body><p>OEM Renault&nbsp;VA2/VA6&nbsp;Normal Remote Key Blade</p>

<p>For key cutting see {CUT2}</p>



<p>&nbsp;</p>
</body></html>",NULL
